SYMBOL,CLOCK,OPEN,HIGH,LOW,CLOSE,VOLUME,INTEREST,SETTLE,ADJ
R.CN.SHF.pb.0004,2011-03-25,18935.0,19135.0,18860.0,18950.0,24858.0,8494.0,18995.0,1.0
R.CN.SHF.pb.0004,2011-03-28,18900.0,19035.0,18500.0,18605.0,16960.0,8262.0,18775.0,1.0
R.CN.SHF.pb.0004,2011-03-29,18530.0,18735.0,18485.0,18675.0,10618.0,7968.0,18635.0,1.0
R.CN.SHF.pb.0004,2011-03-30,18800.0,18850.0,18695.0,18760.0,8086.0,7320.0,18755.0,1.0
R.CN.SHF.pb.0004,2011-03-31,18700.0,18720.0,18580.0,18665.0,3056.0,6776.0,18650.0,1.0
R.CN.SHF.pb.0004,2011-04-01,18780.0,18780.0,18570.0,18640.0,2550.0,6716.0,18665.0,1.0
R.CN.SHF.pb.0004,2011-04-06,18675.0,19360.0,18675.0,19220.0,15400.0,9362.0,19080.0,1.0
R.CN.SHF.pb.0004,2011-04-07,19200.0,19300.0,19035.0,19075.0,10426.0,8644.0,19135.0,1.0
R.CN.SHF.pb.0004,2011-04-08,19090.0,19250.0,19005.0,19175.0,8434.0,9388.0,19145.0,1.0
R.CN.SHF.pb.0004,2011-04-11,19250.0,19440.0,19145.0,19210.0,13938.0,10242.0,19285.0,1.0
R.CN.SHF.pb.0004,2011-04-12,19000.0,19125.0,18790.0,18800.0,9256.0,9154.0,18955.0,1.0
R.CN.SHF.pb.0004,2011-04-13,18610.0,18745.0,18540.0,18715.0,5566.0,8776.0,18645.0,1.0
R.CN.SHF.pb.0004,2011-04-14,18555.0,18690.0,18540.0,18580.0,3846.0,8574.0,18605.0,1.0
R.CN.SHF.pb.0004,2011-04-15,18605.0,18780.0,18505.0,18580.0,9992.0,8818.0,18650.0,1.0
R.CN.SHF.pb.0004,2011-04-18,18575.0,18650.0,18525.0,18580.0,3334.0,8898.0,18585.0,1.0
R.CN.SHF.pb.0004,2011-04-19,18300.0,18350.0,17950.0,17980.0,8390.0,10212.0,18150.0,1.0
R.CN.SHF.pb.0004,2011-04-20,18065.0,18180.0,18065.0,18165.0,2930.0,9508.0,18120.0,1.0
R.CN.SHF.pb.0004,2011-04-21,18300.0,18300.0,18140.0,18180.0,2504.0,9250.0,18200.0,1.0
R.CN.SHF.pb.0004,2011-04-22,18235.0,18235.0,17880.0,17975.0,3420.0,9506.0,17980.0,1.0
R.CN.SHF.pb.0004,2011-04-25,17980.0,18050.0,17760.0,17760.0,2102.0,9514.0,17855.0,1.0
R.CN.SHF.pb.0004,2011-04-26,17695.0,17695.0,17420.0,17645.0,3506.0,8968.0,17540.0,1.0
R.CN.SHF.pb.0004,2011-04-27,17620.0,17790.0,17420.0,17550.0,2974.0,8776.0,17645.0,1.0
R.CN.SHF.pb.0004,2011-04-28,17555.0,17850.0,17555.0,17755.0,3278.0,8592.0,17745.0,1.0
R.CN.SHF.pb.0004,2011-04-29,17665.0,17725.0,17530.0,17550.0,1548.0,8520.0,17600.0,1.0
R.CN.SHF.pb.0004,2011-05-03,17550.0,17650.0,17460.0,17530.0,1902.0,8712.0,17545.0,1.0
R.CN.SHF.pb.0004,2011-05-04,17590.0,17595.0,17440.0,17480.0,1140.0,8546.0,17500.0,1.0
R.CN.SHF.pb.0004,2011-05-05,17310.0,17310.0,16450.0,16715.0,4070.0,8648.0,16980.0,1.0
R.CN.SHF.pb.0004,2011-05-06,16220.0,16440.0,16190.0,16255.0,6540.0,8950.0,16300.0,1.0
R.CN.SHF.pb.0004,2011-05-09,16330.0,16640.0,16330.0,16620.0,3246.0,8668.0,16520.0,1.0
R.CN.SHF.pb.0004,2011-05-10,16505.0,16710.0,16465.0,16645.0,2760.0,8604.0,16560.0,1.0
R.CN.SHF.pb.0004,2011-05-11,16690.0,17200.0,16595.0,16675.0,3638.0,8608.0,16750.0,1.0
R.CN.SHF.pb.0004,2011-05-12,16450.0,16500.0,16220.0,16220.0,4424.0,8802.0,16350.0,1.0
R.CN.SHF.pb.0004,2011-05-13,16475.0,16740.0,16340.0,16705.0,3836.0,8680.0,16575.0,1.0
R.CN.SHF.pb.0004,2011-05-16,16575.0,16655.0,16460.0,16555.0,2872.0,8702.0,16560.0,1.0
R.CN.SHF.pb.0004,2011-05-17,16505.0,16610.0,16230.0,16570.0,3932.0,8828.0,16485.0,1.0
R.CN.SHF.pb.0004,2011-05-18,16735.0,16855.0,16620.0,16710.0,5218.0,8574.0,16715.0,1.0
R.CN.SHF.pb.0004,2011-05-19,17180.0,17180.0,16925.0,16945.0,5540.0,7866.0,17025.0,1.0
R.CN.SHF.pb.0004,2011-05-20,16995.0,16995.0,16850.0,16935.0,2392.0,7918.0,16920.0,1.0
R.CN.SHF.pb.0004,2011-05-23,17000.0,17075.0,16565.0,16610.0,3602.0,7766.0,16770.0,1.0
R.CN.SHF.pb.0004,2011-05-24,16605.0,16800.0,16525.0,16760.0,2604.0,7484.0,16685.0,1.0
R.CN.SHF.pb.0004,2011-05-25,16870.0,17095.0,16790.0,17090.0,2734.0,7434.0,16915.0,1.0
R.CN.SHF.pb.0004,2011-05-26,17050.0,17230.0,17050.0,17205.0,3132.0,7458.0,17150.0,1.0
R.CN.SHF.pb.0004,2011-05-27,17100.0,17340.0,17040.0,17315.0,3580.0,7628.0,17190.0,1.0
R.CN.SHF.pb.0004,2011-05-30,17230.0,17370.0,17030.0,17040.0,3134.0,7512.0,17170.0,1.0
R.CN.SHF.pb.0004,2011-05-31,17115.0,17180.0,16895.0,17095.0,4284.0,8092.0,17010.0,1.0
R.CN.SHF.pb.0004,2011-06-01,17085.0,17085.0,16910.0,16955.0,2536.0,8330.0,16980.0,1.0
R.CN.SHF.pb.0004,2011-06-02,16840.0,16900.0,16780.0,16880.0,1984.0,8168.0,16835.0,1.0
R.CN.SHF.pb.0004,2011-06-03,16710.0,16980.0,16675.0,16890.0,3534.0,8576.0,16860.0,1.0
R.CN.SHF.pb.0004,2011-06-07,16890.0,17165.0,16845.0,17030.0,4518.0,8284.0,17015.0,1.0
R.CN.SHF.pb.0004,2011-06-08,17100.0,17180.0,16865.0,17020.0,4038.0,8218.0,17050.0,1.0
R.CN.SHF.pb.0004,2011-06-09,17105.0,17130.0,16985.0,16985.0,2072.0,8150.0,17060.0,1.0
R.CN.SHF.pb.0004,2011-06-10,17080.0,17150.0,16990.0,17070.0,2912.0,8436.0,17080.0,1.0
R.CN.SHF.pb.0004,2011-06-13,16970.0,17025.0,16835.0,16940.0,2656.0,8510.0,16950.0,1.0
R.CN.SHF.pb.0004,2011-06-14,16965.0,16975.0,16820.0,16940.0,2002.0,9046.0,16900.0,1.0
R.CN.SHF.pb.0004,2011-06-15,17030.0,17070.0,16955.0,16980.0,2338.0,9406.0,17010.0,1.0
R.CN.SHF.pb.0004,2011-06-16,16835.0,16870.0,16680.0,16695.0,2810.0,9388.0,16785.0,1.0
R.CN.SHF.pb.0004,2011-06-17,16720.0,16780.0,16600.0,16620.0,1886.0,9396.0,16690.0,1.0
R.CN.SHF.pb.0004,2011-06-20,16550.0,16630.0,16455.0,16470.0,2086.0,9610.0,16525.0,1.0
R.CN.SHF.pb.0004,2011-06-21,16535.0,16890.0,16530.0,16850.0,3464.0,9034.0,16720.0,1.0
R.CN.SHF.pb.0004,2011-06-22,16800.0,16850.0,16685.0,16720.0,2178.0,8880.0,16765.0,1.0
R.CN.SHF.pb.0004,2011-06-23,16905.0,16910.0,16715.0,16855.0,3360.0,8810.0,16810.0,1.0
R.CN.SHF.pb.0004,2011-06-24,16875.0,17045.0,16860.0,17030.0,4180.0,8816.0,16985.0,1.0
R.CN.SHF.pb.0004,2011-06-27,16910.0,16965.0,16750.0,16770.0,2792.0,8582.0,16855.0,1.0
R.CN.SHF.pb.0004,2011-06-28,16850.0,16955.0,16820.0,16865.0,1684.0,8660.0,16905.0,1.0
R.CN.SHF.pb.0004,2011-06-29,16940.0,16980.0,16880.0,16975.0,2040.0,8428.0,16940.0,1.0
R.CN.SHF.pb.0004,2011-06-30,17100.0,17210.0,17050.0,17200.0,2850.0,8920.0,17125.0,1.0
R.CN.SHF.pb.0004,2011-07-01,17200.0,17235.0,17125.0,17160.0,2112.0,9364.0,17170.0,1.0
R.CN.SHF.pb.0004,2011-07-04,17205.0,17410.0,17205.0,17350.0,2628.0,9850.0,17300.0,1.0
R.CN.SHF.pb.0004,2011-07-05,17335.0,17430.0,17215.0,17220.0,1966.0,10036.0,17280.0,1.0
R.CN.SHF.pb.0004,2011-07-06,17280.0,17355.0,17250.0,17315.0,1612.0,9986.0,17300.0,1.0
R.CN.SHF.pb.0004,2011-07-07,17285.0,17385.0,17225.0,17320.0,1558.0,9924.0,17300.0,1.0
R.CN.SHF.pb.0004,2011-07-08,17415.0,17465.0,17300.0,17305.0,1270.0,9956.0,17385.0,1.0
R.CN.SHF.pb.0004,2011-07-11,17220.0,17305.0,17070.0,17170.0,1868.0,9922.0,17225.0,1.0
R.CN.SHF.pb.0004,2011-07-12,17080.0,17185.0,17070.0,17185.0,1202.0,9738.0,17135.0,1.0
R.CN.SHF.pb.0004,2011-07-13,17350.0,17700.0,17310.0,17695.0,3314.0,10114.0,17490.0,1.0
R.CN.SHF.pb.0004,2011-07-14,17550.0,17595.0,17480.0,17555.0,1836.0,9936.0,17530.0,1.0
R.CN.SHF.pb.0004,2011-07-15,17465.0,17530.0,17415.0,17435.0,1286.0,9964.0,17460.0,1.0
